clean_message,label
during past hours fairly widespread rainfall with heavy to very heavy rainfall has occurred over madhya pradesh orissa and vidarbha,storm
on thursday flood waters from upstream coupled with rising flood tides in the cuu long mekong river caused floods in the delta region,earthquake
in neighbouring thailand unusually heavy rain has caused the worst flooding in decades,floods
a massive rainstorm left at least people dead in beijing on july,storm
as hurricane mitch pummeled nicaragua and honduras triggering flash floods and mudslides women began counting the missing,floods
margaret aguirre director global communications maguirreinternationalmedicalcorpsorg october los angeles international medical corps emergency response team is on the ground in india following cyclone phailin a catastrophic storm roughly the size of hurricane katrina that struck the countrys eastern coast on october,storm
islamabad the recent erratic monsoon pattern has effected the whole of the country but sindh is the worst effected,storm
it said guangxi hunan guizhou and chongqing will be hit by heavy or torrential downpours on tuesday and wednesday,storm
highly unpredictable rains periodic droughts locust infestations and unsustainable farming practices negatively affect cereal production across the country,floods
troops were called in to aid rescue work on saturday after heavy monsoon rains lashed southern pakistan leaving more than people stranded pakistan army spokesman colonel mohammad idrees told dpa,storm
in assam and arunachal pradesh states the brahmaputra river crossed its highest flood level mark breaching embankments changing course and destroying agricultural land and thousands of homes new delhi television reported,floods
this year high levels of water draining from northeast india into the bay of bengal through bangladesh have caused floods and severe river erosion with an increasing risk of tidal floods along the coast,floods
the houses collapsed when a magnitude aftershock rocked sichuan provinces qingchuan county on tuesday afternoon injuring people six critically xinhua news agency said,earthquake
when the dark clouds burst heavy rain lashed battal shinkiari balakot and naran,storm
according to wwwmeteoalarmeu many countries have issued heat advisories and alerts for friday and saturday including the maximum red alert for switzerland and western poland and amber alerts for much of france,floods
this was compounded by strong and desiccating winds or sand storms which buried birkas cemented rainwater storage units and pasture areas,storm
about families in kandrori area were evacuated and provided temporary shelter and food as gushing flood waters ravaged the villages after release of cusecs of water from maharana pratap sagar reservoir pong dam,floods
islamabad the heaviest monsoon rains to hit pakistan in over years continued to fall over the weekend exacerbating the floods and frustrating efforts to help the victims,floods
kuwait jan kuna the cabinet decided at its weekly regular session on sunday to increase the aid allocation for south asian nations stricken with the recent deadly tsunami by eight million us dollarsthe cabinet during the regular meeting followed up on the tragic conditions in the south asian countries as a result of the eartquake that struck these states last week,earthquake
the weekends heavy rains brought on by typhoon peipah which had faded to a tropical depression before making landfall saw waters rising again in central vietnam which has been hit by floods four times this yar,floods
a forecast of more hot weather and strong winds is fueling fears of new or rekindled fires in the region where scores of people have died at least made homeless and some acres burned,fire
eleven people died and over were left homeless when a series of moderate quakes rocked another area near gilgit,earthquake
the storms left thousands of homeless and widespread flooding optimum conditions for the spread of cholera,floods
there were no dams that could regulate that water to mitigate cyclical droughts and floods,floods
heavy rainfalls in northern togo have washed away a significant portion of cultivated land over houses have been destroyed as well as dams,storm
it is a project which will be implemented in all tsunamiaffected districts before the monsoon winds and rain begin in october,storm
more than people in countries are reported dead two days after devastating tsunamis swept through coastal regions of south asia,floods
for the majority of the population the impact of the disaster will be limited to a period of nervousness about every tremor or perceived tremor felt and the need to repair relatively superficial damage to homes and buildings,earthquake
at the end of january spain and france were severely affected by winter storm klaus the worst extratropical storm in a decade with winds similar to a category hurricane,storm
the breach was noticed where chitti bein rivulet merges with the sutlej river near mundikalu village at midnight and within hours about ten villages of the area were flooded with to feet water they said adding no loss of life has been reported,floods
by abdimalik hajir hunger stricken families in garissa county are desperately appealing for relief food water and medical services from the government and the international aid agencies as drought intensifies and the expected short rains delayed,storm
the private sector too chipped in with ytl corporation bhd donating rm million to the flood relief fund set up by the new straits times press m bhd the biggest donor so far to the fund,floods
a total of houses would be built in the mountainous region where a massive magnitude temblor on october killed more than people destroyed houses and infrastructure and left millions shelterless,earthquake
one army officer had been stationed in haiti during the earthquake relief operation there and was naturally making comparisons,earthquake
hola hospital used as a referral hospital by surrounding districts was cut off and has already cost some lives and some manyattas remain marooned by flood waters,floods
shelter provides protection from rains sandstorms sun and heat diseases wild animals crime and assaults,storm
two powerful earthquakes rocked the indonesian island of sumatra with the death toll likely to be in the thousands and a tsunami battered american and western samoa killing nearly,earthquake
an armyworm infestation first noted in late april has abated in most locations following the onset of the rainy season in june,storm
thailand had withdrawn its alert as fears of tsunami eased with no major change in sea waves detected hours after the quake which killed dozens of people in indonesia,earthquake
the region regularly suffers quakes as the indian subcontinent gets pushed below the eurasian tectonic plate,earthquake
the rainstorm affected over residents in changzhou city in jiangsu with floods cm to two meters deep in some areas,floods
alarm level ii dangerous flood condition flood plane inundation expected towns and cities still generally protected by flood defences high velocity river flows pose danger of bank and dyke erosion bridge foundations at risk from scour infrastructure generally safe,floods
the urban flooding is considered as a recent phenomenon by the national disaster management authority ndma,floods
in the neighboring gansu province where more than people were killed in the massive quake water supply had been restored for of the affectedalthough three districts of southern somalia are the only parts of the horn of africa currently experiencing famine conditions some eleven million people across the region in are currently estimated to be in need of food assistance following the worst drought in years,earthquake
the pakistan meteorological department pmd has been issuing warnings since the onset of the premonsoon season in midjune and issues continuous weather and flood advisories and warnings to assist in emergency relief httpwwwpakmetcompk heavy and persistent rainfall has been recorded since july causing severe flash floods and widespread flooding,floods
muzaffarabad mar app pakturk foundation is spending million us dollars on different projects including reconstruction of educational institutions and relief activities in the quake ravaged areas of azad kashmir and nwfp,earthquake
the north korean government is concerned that if the full information of the flood damage is known the hardliners of the united states japan and south korea would use it as the political assault thus the even in the devastating tragedy the government could not reveal the full extent of the flood damages,floods
rising sea levels frequent flooding and extreme weather patterns compound the threats to food security,floods
in late may it was cyclone aila causing major flooding further deaths and destruction,floods
local communities in the pilot project said the climate was behaving differently than it had in the past and reported more frequent droughts shorter winters long dry spells and unseasonal rainfall,storm
in all about people primarily muslims lost their homes when the rivers overflowed their banks and water ran into their houses and broke them down,floods
islamabad january irin in the last quarter of the year a powerful earthquake measuring on the richter scale ripped through northern pakistan and pakistaniadministered kashmir with an epicentre about km northeast of the pakistani capital islamabad according to the united states geological survey usgs,earthquake
the undersea quake measuring up to on the richter scale came just three months after an even bigger temblor in the same region sent giant waves crashing into nations killing over people,earthquake
the earthquake caused severe ground shaking and widespread landsliding and the terrain remands hazardous with significant risks from further landslides and flooding over the next couple of months,earthquake
hanoi apr xinhua via comtex fires that have been raging in vietnams u minh thuong national park for the last days destroyed more than hectares ha of the countrys virgin cajeput forest the vietnam news reported friday,fire
given the continuing seismic activity in the area it is clear the un must begin planning for the next emergency in this region,earthquake
further bad weather is predicted with the government issuing a cyclone warning for karachi and other coastal communities in the coming days,storm
chenglingji china aug afp china on friday began a massive mobilisation of soldiers and civilians to combat surging flood waters that have driven more than people from their homes,floods
the magnitude april earthquake and a powerful aftershock on may claimed the lives of over people destroyed homes and damaged a further in districts including the capital kathmandu,earthquake
when rain falls heavily the soil beneath us feels like it moves,earthquake
they should also meet the requirements in preventing and avoiding disasters caused by mountainside landslide rock collapse mudrock flow tropical heat wave fire etc,fire
the badly affected astor valley region which lies behind nanga parbat at metres ft the worlds eighth highest mountain is a famous destination for mountaineers and trekkers but is prone to heavy seismic activity,earthquake
and those roads are a major issue hampering access with their poor condition heightened by quake damage,earthquake
satelliteestimated rainfall totals topped mm in nampula province for the days ending january,floods
when a cyclone hits people are forced to move out to community shelters or to relatives homes bringing with them only vital items such as blankets and food,storm
president bush urged americans to continue donating money to help the victims of the october earthquake in south asia as well as other charitable causes on the occasion of the thanksgiving holiday in the united states,earthquake
two days following the earthquake two serious aftershocks ranked and on the richter scale triggered mudslides in the center of taiwan causing cracks in the dam of the sun moon lake reservoir and further complicating search and rescue efforts,earthquake
clearing flood debris from roads is needed to facilitate aid delivery,floods
some people have died over the last two weeks and at least families along the principal rivers have been affected with adverse weather conditions expected to continue until middecember,floods
rescuers in a helicopter plucked chinese sailors from a sinking cargo vessel as the storm approached the chinese coast xinhua said,storm
also on september the samoan islands were hit by a tsunami after a powerful seaquake in the pacific,earthquake
according to official government assessments approximately hectares of oil palm plantations were affected by lowland flooding,floods
it is a way of living that it many ways tell the story of how people are experiencing their reality so many months after the deadly waves of s december this is my only piece of land please dont take it away from me still trapped between the potential force of nature and new laws governing their land,floods
the bad weather for the past three weeks has claimed over lives with tens of thousands of people affected by flooding avalanches and bitterly cold conditions,floods
the port city of nacala in nampula province reported localized flooding disruptions to roads and transportation and two deaths related to the passing of the storm system,floods
a heavy rain warning was still in place in the region which was likely to see another mm six inches on friday the disasterprevention headquarters said,floods
numerous seismic aftershocks bad weather and rough terrain continue to complicate relief efforts across the affected region,earthquake
a massive earthquake measuring on the richter scale shook nepal on late saturday killing and injuring many people,earthquake
south korea has maintained flood warnings issued for some stretches of the han river which flows through the middle of seoul and has begun to spill over its banks,floods
the aid efforts of tzu chi or btcf short for the buddhist tzu chi foundation is designed around the belief of having that compassionate humanistic touch where humanism and egalitarianism with a special consideration to vulnerable populations of whom need special assistance and where the dignity of disaster survivors are upheld at the forefront of all the projects implemented a holistic approach to providing humanitarian aid,earthquake
river barriers that north korean authorities built to help irrigate crops affected by a recent drought may have contributed to the destruction caused by floods in certain parts of the country sources inside the isolated nation said,floods
victims are now especially vulnerable to the extreme cold weather and freezing winds that blow down from the mongolian steppes,storm
the international community has geared up relief efforts for tsunamidevastated south and southeast asia as the death toll from a powerful earthquake and ensuing tsunamis has risen to,earthquake
residents of the national capital continued to bear the brunt of blistering heatwave conditions with the mercury crossing degrees celsius for the second straight day this summer,fire
dhaka october irin a spate of deadly tornadoes has struck parts of bangladesh following this years annual monsoon season,storm
charities and companies have launched donation drives for flood victims raising more than two billion taiwan dollars as of tuesday reports said,floods
canada continued to experience anomalously warm temperatures throughout and has now had straight seasons of above average temperatures,storm
cyclones eline and gloria killed people as rivers burst their banks flooding homes and small farms and triggering mudslides,floods
also supplies like mosquito nets and lanterns will be delivered with fire hazard warnings,fire
dakar february irin international donors and the governments of west africa have agreed to activate a new mechanism to coordinate locust control measures more effectively and donors have earmarked funds to make it work clive elliott the head of the un food and agriculture organisations fao locust control unit saidthe federal government on tuesday paid rs million each to the governments of azad kashmir and nwfp out of the rs billion earthquake relief fund initially established by the federal government,earthquake
in february strong earthquakes jolted nabire which is kilometers west of jayapura for three days and killed people,earthquake
million us response to the earthquaketriggered tsunamis that have claimed nearly lives,earthquake
some of the supporters have made continuous donations eg making multiple donations or monthly donations which makes it possible for us to continue this activity even now that months have already passed since the earthquake,earthquake
at hours on friday january a series of powerful earthquakes struck gujarat state in western india peaking at a massive on the richter scale with tremors being felt across several states as well as in delhi and mumbai bombay and in neighbouring pakistan,earthquake
in a prepared statement the royal thai army said the republic of the philippines has recently experienced a massive destruction caused by typhoon bopha,storm
on july th an earthquake aftershock caused fires that destroyed seven primitive shelters housing displaced persons in the lamno area,earthquake
moscow russia struggled saturday to battle wildfires which have claimed lives and choked moscow as the us germany and france asked citizens avoid travel to the capital and other stricken areas,fire
government officials have warned that the extent of damage could be as bad as that cause by the earthquake in yogyakarta java when people were killed and homes damaged,earthquake
every year during the rainy season from september to january the chamroeun community located in meanchey district phnom penh suffers from the onslaught of relentless monsoon rains,storm
this in itself is significant given that the two countries have fought two allout wars a major conflagration and a yearlong insurgency with each other over the state of kashmir,fire
the national committee of disaster reduction ministry of civil affairs and yunnans provincial government have dispatched tents quilts clothes and other materials to the quakehit region,earthquake
taipei nov afp two more earthquakes jolted taiwan monday as thousands of people left homeless by a devastating tremor more than two months ago seem increasingly likely to face a chilly winter,earthquake
only spotty light rain is expected during the period,storm
new delhi dpa more than people were feared killed in massive landslips triggered by heavy rains in the himalayan mountain kingdom of bhutan in the past two days reports said monday,storm
jakarta dpa several days of rain on indonesias sumatra island have dampened forest fires and reduced the dangerous levels of haze but on the indonesian portion of the island of borneo fires have brought the haze to alarming proportions it was reported on monday,fire
some are surviving just on coconuts and rainwater and they are in the mud trying to shelter from the driving rain,storm
as in previous years heavy seasonal flooding continue to affect planned interventions in the south particularly in bahr el ghazal,floods
and what we will attempt to do we have done this in a couple of emergencies and it does work particularly in cold climates is to make sure there is one warm room in each of the partially destroyed homes and if it means repairing the roof of the house to make sure it gets through the winter then that is what we will do,storm
earlier reports said nearly people were driven from mudflat villages by the flooding as local rivers burst banks while the situation was exacerbated by thunderstorms,floods
despite improved disaster mitigation efforts why do so many bangladeshis remain severely at risk during flooding associated with cyclones and seasonal monsoon rains,floods
light to moderate snowfall brought some relief to the wheat farmers in the region over the weekend but not enough to end the drought,storm
thousands more are at risk as rain hampers relief work heavy rain on saturday hampered supply of relief goods through helicopters to the inaccessible towns of pazang allai naran and other parts of the northern nwfp districts severely hit by the disastrous earthquake on october,earthquake
on january it signed a fouryear million agreement with the gop to support the earthquake reconstruction program,earthquake
the preparedness and evacuation plan saved lives in kantiagarh the storm that killed others elsewhere passed through the village without taking any,storm
tens of thousands were killed when the worlds strongest earthquake in years unleashed flash floods and giant waves on south and southeast asia,earthquake
higher than average rainfall coupled with days of torrential rains from february have caused severe flooding in several countries in the southern african region,floods
i found myself neck deep in water when the gigantic waves engulfed the area he recalls sampath managed to swim to safety but watched his home and garden being swept away by the swirling waters,floods
traffic on nh nh nh and nh continues to be disrupted due to submergence at various points,floods
on behalf of act members in bangladesh christian commission for development in bangladesh ccdb and rangpur dinajpur rural service rdrs lwfws report that none of their projects has yet been affected but that the lowlying areas of the northeastern districts have been inundated by an onrush of floodwater from across the border following rains and overflowing rivers in the neighbouring indian state of assam,floods
on behalf of act members in bangladesh christian commission for development in bangladesh ccdb and rangpur dinajpur rural service rdrs lwfws report that none of their projects has yet been affected but that the lowlying areas of the northeastern districts have been inundated by an onrush of floodwater from across the border following rains and overflowing rivers in the neighbouring indian state of assam,floods
to reach quakeaffected villages team members drive as far as possible on snowcovered roads sometimes having to push the vehicle through snow drifts and then climb through the snow,earthquake
the degree of damage can be observed from cut off of electricity in several areas impassable roads due to landslides houses were washed by flash floods houses were severely damaged houses with minor damage damaged public buildings and shortage of potable water,floods
the weeklong tropical monsoon mixed with a cold depression brought storm and heavy rainfall to central viet nam from to october,floods
in the last week at least people have been killed in vietnam because of rainfall that swelled rivers already overflowing from a season of heavy rains,floods
the government of indonesia is already stretched from various natural disasters including the imminent eruption of mt merapi and has limited resources to respond to this emergency he said atrocious weather in the north of the country could increase the chances of pneumonia and polluted water supplies increased the risk of waterborne diseases the quakes flattened hundreds of houses cracked more than roads and triggered fires police and municipal officials said kathmandu aug afp police and soldiers have reached a remote nepalese village where up to people are feared buried under a mudslide triggered by lashing monsoon rains state radio said thursday chinese premier wen jiabao ordered rescuers to remove barriers and open up roads to the epicenter before pm tuesday after a strong earthquake jolted southwest chinas sichuan province monday afternoon when the weather worsens and wet weather begins it is going to prove impossible to pass he warned adding that in the winter bulldozers would be needed to pull the trucks out of the snow,earthquake
at least people were killed and more than injured after the powerful quake measuring on the richter scale ripped through pakistans north west frontier province nwfp and pakistaniadministered kashmir on october,earthquake
since then excessive rains have mitigated the anticipated improvements in food security especially in the eastern pastoral areas where the adverse impacts of flooding include displacement of households upsurge in water and vector borne diseases limited access to markets impassable roads and loss of life,floods
the public can contribute through the following donation modes or by initiating their own donation drives to support mercy reliefs fundraising efforts for the victims of nepal earthquake,earthquake
on wednesday rain drenched thousands of families living in the open increasing the suffering of people perched on rooftops on river embankments and other high ground,storm
hospitals and health facilities are in the frontline when floods hurricanes cyclones and earthquakes strike,earthquake
under normal circumstances the foundation operates a maternity child health clinic pediatric clinic provides free english and computer lessons and supports microenterprise programs these activities have been expanded in response to the tsunami and in addition the foundation has rebuilt more than new homes for tsunami survivors in the area all on land that was previously owned by the residents,earthquake
authorities issued new flood alerts and appealed to residents to stay indoors as the mumbai meteorological department predicted heavy rainfall in the next hours in maharashtra and adjoining states,floods
the quake kills almost people on nias island and warnings of a possible tsunami sparks panic and mass flight in coastal regions,earthquake
a senior official with the sichuan provincial government said on wednesday that the earthquake death toll in the province exceeded however concerns remain over the pastoral areas of northern somalia southeastern kenya and northern tanzania where no significant rainfall is to be expected until october,earthquake
my youngest son who is six has severe stomach cramps and diarrhoea in the same year tokyo also unveiled what was billed as the worlds first widescale quake alert system designed to give public utilities and citizens a few seconds advance notice before a tremor reaches them it is important to consider the fact that ibnat town being located at the western edge of the wereda and at an altitude of around meters still part of the highlands which enjoy generally more favourable climatic conditions wildfire deliberate burning mostly to get pasture grasses regenerated and control animal exoparasites like ticks deforestation and bush clearing are major threats to the biodiversity of this unique ecosystem the floods began in late july in the northwest after exceptionally heavy monsoon rains expanding rivers that have since swamped eastern punjab province and sindh province in the south thus far extreme cold weather conditions have been affecting thailand since november this year and would likely to continue until midfebruary of the email from marta benavides came days after the first devastating earthquake shook el salvador on january according to areawise distribution area of the country received excess to normal rainfall deficient rainfall and area received scanty rainfall between september and because of the widespread public support it received development and peace is also eligible for million in matching funds from the canadian international development agency cida around people fled their homes on manam island off pngs north coast after a series of volcanic explosions in late the temporary schools are located in the villages of kareung ateuh keude unga and cuenamprong in the district of aceh jaya and are currently one of the few educational facilities in these areas but even with people on the ground myanmar currently suffers a shortage of the plastic sheeting that is needed get families out of the monsoonal downpours and under cover its deadliest eruption occurred in when more than people were killed prices are expected to continue climbing as the cold wintery weather continues jp morgan chase the investment bank said in its china economic outlook fung wong will be the strongest tropical storm so far this year and will strike along chinas eastern and southern regions with heavy rain and strong winds according to observatories in fujian guangdong zhejiang and jiangxi provinces during past hours fairly widespread rainfall with heavy to very heavy rainfall has occurred over madhya pradesh orissa and vidarbha tharparker district lies in the great indian desert and scattered rain fed agriculture is practiced in some parts heavy continuous monsoon rains have inundated the northern provinces of pakistan located on the eastern coast of japan the six nuclear power reactors at daiichi are boiling water reactors bwrs water purification tablets were distributed and the boiling of water only served as a short term solution in addition the heavy unseasonable rains in parts of the country in october and november have damaged crops and led to preharvest losses according to preliminary information from the field according to wfp report this will further affect households recovery from current acute food insecurity in zambia the unusually severe drought has caused severe food shortages mountainous terrain cold weather and damaged or collapsed infrastructure affect the delivery of humanitarian assistance these temperatures are perceived as severe cold by the general population who are used to much warmer weather even at this time of the year the olf has pursued armed opposition since leaving the coalition government in and has been blamed for insecurity on the roads in eastern haraghe now vital for transportation of relief supplies into the ogaden region since the combination of many causes and the severity of the summer droughts followed by unusually cold temperatures in autumn and then very heavy snowfalls and extremely low temperatures in winter have given rise to the term multiple dzud to describe this complex phenomenon,earthquake
people have also died due to landslides triggered by incessant heavy rain in various parts of the state in the past two weeks,floods
monday december the tsunami that cut a swathe of destruction across the indian ocean years ago also gave rise to one of the worlds biggest relief and recovery efforts,storm
the australian government has committed an initial million to provide assistance to indonesia during the current crisis caused by the large forest fires burning across many parts of the archipelago,fire
the deluge from the northern province of nakhon sawan is flowing at a speed of cubic meters per second and officials have been assigned to divert the overflowing water to the provinces of uttaradit and suphan buri,floods
south asias monsoon season typically runs from june through september bringing deadly flooding and landslides to india bangladesh nepal myanmar burma and pakistan,floods
moscow july afp fires and locusts have ravaged tens of thousands of hectares acres of the taiga as natural disasters mount in russias worst heatwave this century itartass reported wednesday,fire
however i must stress that the united nations systems efforts to mobilize international assistance to fight the catastrophic fires must continue the capital recorded the heaviest rainfall for years the situation from the damage caused by heavy snowfall and rains over the past two weeks is becoming clear as the weather has started improving in southern and western parts of balochistan bangkok mizzima at least people were killed and were injured according to unofficial estimates following a magnitude earthquake which hit yingjiang in chinas yunnan province on thursday afternoon rescue teams say sonny ugoh communications director of the subregional body says ecowas has expressed concern about the food shortage crisis and will continue to help provide assistance to those affected flash floods triggered by torrential monsoon rain during the past hours have claimed over lives in gujarat the landslides occurred after a threehour torrential downpour drenched the area early sunday failed harvests according to un food and agriculture organization fao two consecutive belowaverage rainfall seasons have resulted in failed harvests depletion of grazing resources and significant livestock mortality in the horn of africa region one million inhabitants of tajikistan face frigid winters without access to electricity due to power shortages and rapid increases in electricity and water tariffs fall especially on the poor rains in mozambique triggered flash floods in parts of malawis resort district of mangochi destroying over homes district commissioner timothy chirwa told reuters by telephone msf has started measles vaccination campaigns in dozens of makeshift camps where thousands of people have gathered after fleeing the exceptional drought and the violence in other parts of the country with the severest heatwave in russia in decades impacting areas as diverse as sales of antipollution masks and agricultural yields prime minister vladimir putin dramatically banned grain exports until december more rains have been forecast in the next few days as the southwest monsoon season which runs from may to september hit the island nation sumatra lies along the pacific ring of fire one of the worlds most active seismic faultlines and is frequently hit by earthquakes,earthquake
china planned to parachute troops and supplies into wenchuan on tuesday but later called off the action due to unfavorable weather conditions including thunderstorms and heavy rain,storm
flash floods cause the highest number of casualties coastal and slowonset floods have not caused major emergencies so far,floods
mm of heavy rain fell in a hour period the heaviest rainfall since and equivalent to the average monthly rainfall,storm
in the same year tokyo also unveiled what was billed as the worlds first widescale quake alert system designed to give public utilities and citizens a few seconds advance notice before a tremor reaches them,earthquake
local governments were urged to take measures to combat droughts and floods in major grain production bases and to step up monitoring of freak weather,floods
locally in march we are conducting our largest annual fundraising event red cross calling which raises funds to support vulnerable australians right here in our own communities without clothes or shoes the thousands of men women and children made destitute by the cyclone could only stand in the mud and rain of the latest tropical downpour their hands clasped together in supplication at the occasional passing aid vehicle jacobabad received the heaviest downpour of mm over inches while sukkur thull kandhkot kashmore khanpur mahar ghotki daharki mirpur mathelo rohri ali wahan and shikarpur received five to millimetres of rain mercy corps needs your generous donation as its efforts in pakistan continue and expand a due to the persistence of drought and the probable food deficit in the northwest pastoral and southeast pastoral subzones caused by abnormal rainfall during karankarma the main rainy season this year the minister of interior launched a joint un agencies and djibouti government mission following a meeting held on october many people die of heat related illnesses in pakistan every summer but this has been one of the worst years in memory the manual revolutionized training for visiting nurses and was subsequently accredited and adopted by the russian federation to be included into the standard nursing curriculum a huge undersea earthquake off the aceh coast triggered the tsunami on dec authorities have warned that monsoonal rain will worsen in the next two weeks the situation in bangladesh is improving in the west of the country and as the flood waters subside people are returning to their villages somalia has suffered two decades of conflict worsening droughts and heavy flooding if as forecast the heavy rain continues throughout september the number of vulnerable children could rise into the hundreds of thousands the oppressive heat the blazing midday sun the dust and the flies make it difficult for children to concentrate on learning and for teachers to teach the powerful tremor killed dozens of people and injured more than the variability of i relatively to the radiocaesium concentrations could be an indication of retention of caesium by the zeolite sandbags in place which would have almost no effect on iodine or further production of decay products in the reactor both the winter and spring rainfed wheat crop harvested during junejuly has almost totally failed in most places as a result of drought at a loss she set up an online fundraising platform new oxfam report says retreating glaciers and more extreme weather like droughts and floods could dangerously erode food security livelihoods and even regional stability by the heavy downpour brought down the maximum temperature by almost degree celsius geologists have said they expect an eruption of kelut would comprise of heat clouds searing gases and volcanic debris rushing down the slopes similar to the most recent eruption in that left dead,floods
shimla while cloudbursts and floods caused due to changing climate have been causing regular devastation in himachal pradesh landslides caused mainly due to localized human intervention too have become a cause of concern,earthquake
world vision has mobilised its entire international network to help both in the relief work across the affected countries and in raising vital funds volunteers many from local christian aid partner organisations used loud speakers handheld sirens and hoisted flags to warn remote communities of the approaching storm which sent a million people fleeing to evacuation centres to cope with the situation communities in buhera district manicaland province are reportedly illegally selling mopane trees aggravating deforestation lucknow at least people perished in heavy rains lashing large parts of uttar pradesh since sunday evening pushing the death count in the state this monsoon season to the northern and eastern parts of the country received less rain in the past northeastern monsoon and expect inter monsoonal showers these days regarding the medias enquiries about the case of the association of chinese evangelical ministry a charitable organisation in hong kong which encountered difficulty in delivering relief materials to sichuan the bureau first learned about the difficulties faced by the association on july,storm
the flood control headquarters said some people in townships in zhangjiajie city have been evacuated because of the flooding threat,floods
exhausted men and women holding injured children sit on the roadside beseeching passing cars for lifts on a road partially blocked by the debris of houses and shops,earthquake
just hearing about the magnitude of on the richter scale is enough to terrify someone imagine those who were actually there when the tremors jolted the earth says kim beam kon chairman of the relief centre,earthquake
mbabane august irin swaziland has declared a national emergency in response to raging fires that have swept through parts of the kingdom engulfing as many as homesteads killing livestock and destroying crops and large swathes of commercial tree plantations,fire
hundreds of families have been displaced from their homes in various districts across the country due to floods ensued by incessant rains since the past few days,floods
due to continuous rainfall in the upper catchment areas all the rivers originating in bhutan and sikkim are in spate,floods
rome january the international rugby board will donate proceeds from the irb rugby aid match helping to rebuild after the tsunami to its humanitarian partner wfp,floods
on the other hand the vast areas union of burichang upazila of comilla has been flooded by the on rush of rain water from hilly tripura,floods
to date total private contributions from the us to earthquake relief and reconstruction are estimated at million,earthquake
communicable diseases debris and tephra that fall around volcanoes may obstruct rivers and fill in lakes and unusual flooding and pooling of water can lead to conditions conducive to the spread of endemic infectious diseases,floods
london dec reuters the united nations mobilised what it called the biggest relief operation in its history following sundays giant wave which killed tens of thousands of people,floods
jakarta jan afp a strong earthquake shook indonesias sulawesi island monday damaging dozens of shops and homes and prompting thousands to flee for fear of a repeat of last months tsunami disaster,earthquake
wet weather in recent days and clogged roads have hampered distribution of needed supplies by trucks and some survivors were bracing for a sixth night without shelter,storm
three us air force hercules c planes brought blankets generators cots and a water pump for distribution in the coastal capital and other areas afflicted by the devastating may quake,earthquake
a series of strong earthquakes shook western pakistan in the early morning hours of october and the pakistan red crescent society prcs responded immediately to calls for assistance,earthquake
according to the latest report released by the flood warning centre the water level in ravi at jassar is receding,floods
tenmetre waves swept in decimating everything in their path,earthquake
cws staff also report that some areas affected have not yet received aid and the overall situation could worsen in coming weeks because of rainy and cooler weather,storm
thankfully heavy and steady rain completely extinguished the big forest fire in pech valley of konar after it destroyed square kilometers square miles of jungle and logs the taliban mouthpiece said,fire
but on arrival in pakistan severe thunderstorms and hail kept the choppers all but grounded tuesday a source of frustration here,storm
in some districts including chattarpur and tikamgarh the season has been punishingly dry recording and less rainfall respectively,storm
initially specializing in the provision of medical equipment for public health facilities fsw was approached by the ministry of health and the moratuwa municipal council to replace one of the maternal child healthcare clinic destroyed by the tsumani,floods
the eastern city of goma and its surrounding areas were hit overnight by the most powerful earth tremor since mount nyiragongo erupted thursday swallowing buildings and forcing residents to flee in its wake,earthquake
the quake measured on the moment magnitude scale,earthquake
two weeks ago a student was killed when a landslide buried part of a school in the nearby town of pokhara and people died last month when a landslide crushed villages in northeastern nepal,earthquake
india severe weather bbc local media indian government heavy rains affected the northern state of uttarakhand causing flash floods and landslides that killed at least people according to international and local media reports,floods
after soaking rains during the first ten days of july additional heavy rains are expected across central portions of the troubled darfur region in sudan and the adjacent chadian prefectures of ouaddai and biltine,storm
around the middle of february the federal ministry of agriculture received the first reports of large forest fires burning out of control in the borena and bale administrative zones of oromiya,floods
given its flat terrain and semiarid soil significant parts of sindh province in the south remain under water,floods
a combination of soaring temperatures declining rainfall and a booming population is putting a squeeze on the amount of surface water available for people living in one of the hottest parts of the world so more and more boreholes are being drilled to tap the precious groundwater beneath the three countrieshttpwwwirinnewsorgreportnigerthirstyaswellashungry,storm
system and action plans dispatch of forest fire control specialists to,fire
in late june severe weather conditions accompanied by the cyclone yemyin led to flooding across southern pakistan affecting more than million people either displaced and home damaged,storm
meanwhile rm dollars a portion from the ticket sales of the worldrenowned chinese musical dynamic yunnan was forwarded to the crisis relief squad of malaysian chinese association mca east coast flood relief fund in a bid to support malaysias efforts to overcome the flood disaster,floods
the last locust infestation in the central asian republic was in and is expected to reoccur every four to five years,floods
these fires are increasingly to be found inside tents as temperatures drop below freezing,fire
the southern african nation of mozambique has once again been inundated by flood waters and hurricane force winds,floods
at least dead after magnitude quake strikes javas central region,earthquake
